0,1
10.000000,34.619731
11.000000,33.232669
12.000000,31.877244
13.000000,30.557879
14.000000,29.278393
15.000000,28.042960
16.000000,26.855507
17.000000,25.720151
18.000000,24.640439
19.000000,23.620664
20.000000,22.663722
21.000000,21.774110
22.000000,20.954840
23.000000,20.209188
24.000000,19.540480
25.000000,18.951722
26.000000,18.445151
27.000000,18.024252
28.000000,17.690791
29.000000,17.446677
30.000000,17.294311
31.000000,17.235132
32.000000,17.269951
33.000000,17.400434
34.000000,17.626506
35.000000,17.948715
36.000000,18.367077
37.000000,18.881201
38.000000,19.489636
39.000000,20.191956
40.000000,20.985728
41.000000,21.869076
42.000000,22.839587
43.000000,23.894232
44.000000,25.029369
45.000000,26.241385
46.000000,27.525775
47.000000,28.877162
48.000000,30.290892
49.000000,31.760718
50.000000,33.280963
51.000000,34.844037
52.000000,36.443418
53.000000,38.071116
54.000000,39.718987
55.000000,41.378641
56.000000,43.041243
57.000000,44.697355
58.000000,46.337321
59.000000,47.951278
60.000000,49.528931
61.000000,51.059698
62.000000,52.532503
63.000000,53.937043
64.000000,55.261756
65.000000,56.495288
66.000000,57.627237
67.000000,58.645872
68.000000,59.540415
69.000000,60.299709
70.000000,60.913527
71.000000,61.371576
72.000000,61.663742
73.000000,61.780883
74.000000,61.714447
75.000000,61.456546
76.000000,61.000149
77.000000,60.338640
78.000000,59.467659
79.000000,58.383323
80.000000,57.082827
81.000000,55.565960
82.000000,53.833351
83.000000,51.887570
84.000000,49.734137
85.000000,47.378910
86.000000,44.832471
87.000000,42.106566
88.000000,39.216031
89.000000,36.179296
90.000000,33.017499
91.000000,29.755602
92.000000,26.422536
93.000000,23.050982
94.000000,19.678198
95.000000,16.346220
96.000000,13.102074
97.000000,9.997711
98.000000,7.090788
99.000000,4.445202
100.000000,2.131419
