10,1,2,3,4,5,6,7,8,9
-0.009558,-0.009503,-0.009545,-0.009546,-0.009529,-0.009533,-0.009541,-0.009526,-0.009557,-0.009538
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,0.000001,-0.000001,-0.000001,-0.000001
0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000001,-0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
0.000002,0.000002,0.000000,0.000002,0.000002,0.000002,-0.000000,0.000002,0.000002,0.000002
0.000005,0.000005,0.000003,0.000005,0.000005,0.000005,-0.000004,0.000005,0.000005,0.000005
0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,-0.000008,0.000007,0.000007,0.000007
0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,-0.000009,0.000009,0.000009,0.000009
0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,-0.000007,0.000007,0.000007,0.000007
0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,-0.000003,0.000003,0.000003,0.000003
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.000001,0.000001,-0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
-0.000001,-0.000001,-0.000001,-0.000002,-0.000001,-0.000001,0.000003,-0.000001,-0.000001,-0.000001
-0.000005,-0.000004,-0.000006,-0.000007,-0.000005,-0.000005,0.000011,-0.000004,-0.000005,-0.000004
-0.000008,-0.000007,-0.000011,-0.000014,-0.000008,-0.000008,0.000022,-0.000007,-0.000008,-0.000007
-0.000011,-0.000008,-0.000009,-0.000018,-0.000008,-0.000009,0.000031,-0.000007,-0.000008,-0.000007
