6456783.000000,2.954177,-33.913830,1.194527
6456784.000000,2.954177,-33.913830,1.194527
6456785.000000,2.954177,-33.913830,1.194527
6456786.000000,2.954177,-33.913830,1.194527
6456787.000000,2.954177,-33.913830,1.194527
6456788.000000,2.954177,-33.913830,1.194527
6456789.000000,2.954177,-33.913830,1.194527
6456790.000000,2.954177,-33.913830,1.194527
6456791.000000,2.954177,-33.913830,1.194527
6456792.000000,2.954177,-33.913830,1.194527
6456793.000000,2.954177,-33.913830,1.194527
6456794.000000,2.954177,-33.913830,1.194527
6456795.000000,2.954177,-33.913830,1.194527
6456796.000000,2.954177,-33.913830,1.194527
6456797.000000,2.954177,-33.913830,1.194527
6456798.000000,2.954177,-33.913830,1.194527
6456799.000000,2.954177,-33.913830,1.194527
6456800.000000,2.954177,-33.913830,1.194527
6456801.000000,2.954177,-33.913830,1.194527
6456802.000000,2.954177,-33.913830,1.194527
6456803.000000,2.954177,-33.913830,1.194527
6456804.000000,2.954177,-33.913830,1.194527
6456805.000000,2.954177,-33.913830,1.194527
6456806.000000,2.954177,-33.913830,1.194527
6456807.000000,2.954177,-33.913830,1.194527
6456808.000000,2.954177,-33.913830,1.194527
6456809.000000,2.954177,-33.913830,1.194527
6456810.000000,2.954177,-33.913830,1.194527
6456811.000000,2.954177,-33.913830,1.194527
6456812.000000,2.954177,-33.913830,1.194527
6456813.000000,2.954177,-33.913830,1.194527
6456814.000000,2.954177,-33.913830,1.194527
6456815.000000,2.954177,-33.913830,1.194527
6456816.000000,2.954177,-33.913830,1.194527
6456817.000000,2.954177,-33.913830,1.194527
6456818.000000,2.954177,-33.913830,1.194527
6456819.000000,2.954177,-33.913830,1.194527
6456820.000000,2.954177,-33.913830,1.194527
6456821.000000,2.954177,-33.913830,1.194527
6456822.000000,2.954177,-33.913830,1.194527
6456823.000000,2.954177,-33.913830,1.194527
6456824.000000,2.954177,-33.913830,1.194527
6456825.000000,2.954177,-33.913830,1.194527
6456826.000000,2.954177,-33.913830,1.194527
6456827.000000,2.954177,-33.913830,1.194527
6456828.000000,2.954177,-33.913830,1.194527
6456829.000000,2.954177,-33.913830,1.194527
6456830.000000,2.954177,-33.913830,1.194527
6456831.000000,2.954177,-33.913830,1.194527
6456832.000000,2.954177,-33.913830,1.194527
6456833.000000,2.954177,-33.913830,1.194527
6456834.000000,2.954177,-33.913830,1.194527
6456835.000000,2.954177,-33.913830,1.194527
6456836.000000,2.954177,-33.913830,1.194527
6456837.000000,2.954177,-33.913830,1.194527
6456838.000000,2.954177,-33.913830,1.194527
6456839.000000,2.954177,-33.913830,1.194527
6456840.000000,2.954177,-33.913830,1.194527
6456841.000000,2.954177,-33.913830,1.194527
6456842.000000,2.954177,-33.913830,1.194527
6456843.000000,2.954177,-33.913830,1.194527
6456844.000000,2.954177,-33.913830,1.194527
6456845.000000,2.954177,-33.913830,1.194527
6456846.000000,2.954177,-33.913830,1.194527
6456847.000000,2.954177,-33.913830,1.194527
6456848.000000,2.954177,-33.913830,1.194527
6456849.000000,2.954177,-33.913830,1.194527
6456850.000000,2.954177,-33.913830,1.194527
6456851.000000,2.954177,-33.913830,1.194527
6456852.000000,2.954177,-33.913830,1.194527
6456853.000000,2.954177,-33.913830,1.194527
6456854.000000,2.954177,-33.913830,1.194527
6456855.000000,2.954177,-33.913830,1.194527
6456856.000000,2.954177,-33.913830,1.194527
6456857.000000,2.954177,-33.913830,1.194527
6456858.000000,2.954177,-33.913830,1.194527
6456859.000000,2.954177,-33.913830,1.194527
6456860.000000,2.954177,-33.913830,1.194527
6456861.000000,2.954177,-33.913830,1.194527
6456862.000000,2.954177,-33.913830,1.194527
6456863.000000,2.954177,-33.913830,1.194527
6456864.000000,2.954177,-33.913830,1.194527
6456865.000000,2.954177,-33.913830,1.194527
6456866.000000,2.954177,-33.913830,1.194527
6456867.000000,2.954177,-33.913830,1.194527
6456868.000000,2.954177,-33.913830,1.194527
6456869.000000,2.954177,-33.913830,1.194527
6456870.000000,2.954177,-33.913830,1.194527
6456871.000000,2.954177,-33.913830,1.194527
6456872.000000,2.954177,-33.913830,1.194527
6456873.000000,2.954177,-33.913830,1.194527
6456874.000000,2.954177,-33.913830,1.194527
6456875.000000,2.954177,-33.913830,1.194527
6456876.000000,2.954177,-33.913830,1.194527
6456877.000000,2.954177,-33.913830,1.194527
6456878.000000,2.954177,-33.913830,1.194527
6456879.000000,2.954177,-33.913830,1.194527
6456880.000000,2.954177,-33.913830,1.194527
6456881.000000,2.954177,-33.913830,1.194527
6456882.000000,2.954177,-33.913830,1.194527
