1,1423.017534
2,1094.826066
3,933.654268
4,818.335668
5,725.756738
6,649.501929
7,586.355086
8,533.998185
9,490.568381
10,454.532225
11,424.621219
12,399.784994
13,379.153610
14,362.006523
15,347.746901
16,335.880372
17,325.997419
18,317.758802
19,310.883483
20,305.138634
21,300.331351
22,296.301801
23,292.917542
24,290.068821
25,287.664676
26,285.629716
27,283.901445
28,282.428050
29,281.166570
30,280.081377
31,279.142920
32,278.326682
33,277.612320
34,276.982946
35,276.424541
36,275.925461
37,275.476032
38,275.068214
39,274.695320
40,274.351787
41,274.032986
42,273.735059
43,273.454792
44,273.189502
45,272.936951
46,272.695267
47,272.462885
48,272.238494
49,272.020993
50,271.809460
51,271.603118
52,271.401311
53,271.203488
54,271.009181
55,270.817993
56,270.629587
57,270.443678
58,270.260019
59,270.078401
60,269.898643
61,269.720590
62,269.544107
63,269.369077
64,269.195399
65,269.022984
66,268.851754
67,268.681640
68,268.512581
69,268.344523
70,268.177419
71,268.011225
72,267.845903
73,267.681418
74,267.517740
75,267.354839
76,267.192689
77,267.031268
78,266.870554
79,266.710526
80,266.551167
81,266.392461
82,266.234391
83,266.076944
84,265.920106
85,265.763864
86,265.608209
87,265.453128
88,265.298612
89,265.144652
90,264.991239
91,264.838365
92,264.686022
93,264.534203
94,264.382901
95,264.232110
96,264.081824
97,263.932037
98,263.782743
99,263.633939
100,263.485618
101,263.337776
102,263.190410
103,263.043514
104,262.897085
105,262.751120
106,262.605613
107,262.460563
108,262.315966
109,262.171819
110,262.028118
111,261.884861
112,261.742046
113,261.599668
114,261.457727
115,261.316219
116,261.175142
117,261.034494
118,260.894273
119,260.754475
120,260.615100
121,260.476145
122,260.337609
123,260.199488
124,260.061782
125,259.924489
126,259.787607
127,259.651134
128,259.515068
129,259.379407
130,259.244151
131,259.109298
132,258.974845
133,258.840792
134,258.707137
135,258.573878
136,258.441014
137,258.308543
138,258.176465
139,258.044777
140,257.913479
141,257.782568
142,257.652044
143,257.521906
144,257.392151
145,257.262779
146,257.133788
147,257.005178
148,256.876946
149,256.749091
150,256.621613
151,256.494511
152,256.367782
153,256.241425
154,256.115440
155,255.989826
156,255.864580
157,255.739702
158,255.615191
159,255.491046
160,255.367265
161,255.243847
162,255.120791
163,254.998097
164,254.875762
165,254.753786
166,254.632167
167,254.510905
168,254.389999
169,254.269446
170,254.149247
171,254.029400
172,253.909904
173,253.790758
174,253.671961
175,253.553512
176,253.435409
177,253.317652
178,253.200240
179,253.083171
180,252.966444
181,252.850059
182,252.734015
183,252.618310
184,252.502943
185,252.387913
186,252.273220
187,252.158862
188,252.044838
189,251.931147
190,251.817789
191,251.704761
192,251.592064
193,251.479696
194,251.367656
195,251.255944
196,251.144557
197,251.033496
198,250.922759
199,250.812345
200,250.702253
201,250.592483
202,250.483033
203,250.373902
204,250.265089
205,250.156594
206,250.048416
207,249.940552
208,249.833004
209,249.725769
210,249.618846
211,249.512235
212,249.405935
213,249.299944
214,249.194263
215,249.088889
216,248.983822
217,248.879061
218,248.774606
219,248.670454
220,248.566606
221,248.463060
222,248.359816
223,248.256872
224,248.154228
225,248.051882
226,247.949834
227,247.848083
228,247.746628
229,247.645468
230,247.544603
231,247.444031
232,247.343751
233,247.243762
234,247.144065
235,247.044657
236,246.945538
237,246.846707
238,246.748163
239,246.649906
240,246.551934
241,246.454246
242,246.356842
243,246.259721
244,246.162882
245,246.066325
246,245.970047
247,245.874049
248,245.778329
249,245.682888
250,245.587723
251,245.492834
252,245.398221
253,245.303881
254,245.209816
255,245.116023
256,245.022502
257,244.929252
258,244.836273
259,244.743563
260,244.651122
261,244.558948
262,244.467042
263,244.375401
264,244.284026
265,244.192916
266,244.102070
267,244.011486
268,243.921165
269,243.831105
270,243.741306
271,243.651767
272,243.562486
273,243.473464
274,243.384700
275,243.296192
276,243.207940
277,243.119944
278,243.032202
279,242.944713
280,242.857477
281,242.770493
282,242.683761
283,242.597279
284,242.511047
285,242.425065
286,242.339330
287,242.253843
288,242.168603
289,242.083609
290,241.998860
291,241.914355
292,241.830095
293,241.746078
294,241.662303
295,241.578769
296,241.495477
297,241.412425
298,241.329612
299,241.247038
300,241.164702
301,241.082603
302,241.000741
303,240.919114
304,240.837723
305,240.756566
306,240.675643
307,240.594953
308,240.514495
309,240.434269
310,240.354274
311,240.274509
312,240.194973
313,240.115666
314,240.036588
315,239.957736
316,239.879112
317,239.800713
318,239.722540
319,239.644592
320,239.566868
321,239.489367
322,239.412088
323,239.335032
324,239.258197
325,239.181583
326,239.105188
327,239.029013
328,238.953057
329,238.877318
330,238.801797
331,238.726493
332,238.651404
333,238.576531
334,238.501873
335,238.427429
336,238.353198
337,238.279180
338,238.205374
339,238.131780
340,238.058396
341,237.985223
342,237.912259
343,237.839504
344,237.766958
345,237.694619
346,237.622487
347,237.550562
348,237.478842
349,237.407328
350,237.336018
351,237.264912
352,237.194010
353,237.123310
354,237.052812
355,236.982516
356,236.912421
357,236.842526
358,236.772830
359,236.703334
360,236.634036
361,236.564936
362,236.496034
363,236.427328
364,236.358818
365,236.290503
366,236.222384
367,236.154458
368,236.086727
369,236.019188
370,235.951842
371,235.884689
372,235.817726
373,235.750954
374,235.684373
375,235.617981
376,235.551778
377,235.485764
378,235.419938
379,235.354299
380,235.288847
381,235.223581
382,235.158501
383,235.093605
384,235.028895
385,234.964368
386,234.900025
387,234.835865
388,234.771887
389,234.708091
390,234.644476
391,234.581042
392,234.517788
393,234.454714
394,234.391818
395,234.329102
396,234.266563
