7264.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7265.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7266.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7267.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7268.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7269.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7270.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7271.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7272.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7273.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7274.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7275.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7276.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7277.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7278.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7279.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7280.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
7281.000000,0.004773,0.059482,0.191675,0.029149,0.030334,0.201254,0.045972,0.222855,-0.163372,0.007446,0.009218,0.015338,0.027480
