21.000000,0.000000,1.000000,35.530000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1532.469700
21.000000,1.000000,0.000000,32.680000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,26018.950520
21.000000,1.000000,0.000000,21.890000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,3180.510100
39.000000,1.000000,0.000000,32.800000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5649.715000
45.000000,1.000000,0.000000,25.700000,3.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,9101.798000
24.000000,1.000000,0.000000,33.345000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,2855.437550
50.000000,0.000000,1.000000,32.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,41919.097000
61.000000,0.000000,1.000000,23.655000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,13129.603450
50.000000,0.000000,1.000000,27.455000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,9617.662450
34.000000,1.000000,0.000000,33.250000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,5594.845500
44.000000,1.000000,0.000000,29.810000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,8219.203900
30.000000,1.000000,0.000000,43.120000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,4753.636800
62.000000,1.000000,0.000000,39.200000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,13470.860000
57.000000,0.000000,1.000000,34.010000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,11356.660900
47.000000,0.000000,1.000000,19.570000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8428.069300
31.000000,0.000000,1.000000,27.645000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,5031.269550
34.000000,0.000000,1.000000,25.270000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,4894.753300
48.000000,0.000000,1.000000,30.200000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,8968.330000
43.000000,1.000000,0.000000,25.270000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,21771.342300
18.000000,1.000000,0.000000,36.850000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,36149.483500
58.000000,1.000000,0.000000,27.170000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,12222.898300
29.000000,0.000000,1.000000,34.400000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,36197.699000
25.000000,1.000000,0.000000,26.790000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,4189.113100
56.000000,0.000000,1.000000,26.695000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,26109.329050
18.000000,0.000000,1.000000,31.730000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,33732.686700
24.000000,1.000000,0.000000,27.720000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2464.618800
18.000000,1.000000,0.000000,38.170000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1631.668300
59.000000,0.000000,1.000000,28.785000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,12129.614150
18.000000,1.000000,0.000000,31.350000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1622.188500
32.000000,1.000000,0.000000,29.800000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5152.134000
39.000000,0.000000,1.000000,32.340000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,6338.075600
49.000000,0.000000,1.000000,28.690000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,10264.442100
47.000000,1.000000,0.000000,33.915000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,10115.008850
42.000000,1.000000,0.000000,37.900000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,6474.013000
55.000000,1.000000,0.000000,26.800000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,35160.134570
59.000000,0.000000,1.000000,29.830000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,30184.936700
36.000000,1.000000,0.000000,25.900000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,5472.449000
23.000000,1.000000,0.000000,39.270000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,3500.612300
49.000000,1.000000,0.000000,33.345000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,10370.912550
39.000000,1.000000,0.000000,26.315000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,7201.700850
43.000000,0.000000,1.000000,38.060000,2.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,42560.430400
18.000000,1.000000,0.000000,37.290000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2219.445100
35.000000,1.000000,0.000000,28.025000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,20234.854750
20.000000,1.000000,0.000000,22.420000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,14711.743800
60.000000,1.000000,0.000000,30.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,12638.195000
57.000000,1.000000,0.000000,31.825000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,11842.623750
22.000000,0.000000,1.000000,28.310000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,2639.042900
54.000000,0.000000,1.000000,31.600000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,9850.432000
42.000000,1.000000,0.000000,24.985000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8017.061150
47.000000,0.000000,1.000000,29.800000,3.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,25309.489000
19.000000,0.000000,1.000000,27.265000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,22493.659640
19.000000,0.000000,1.000000,19.800000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1241.565000
28.000000,0.000000,1.000000,33.820000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,19673.335730
26.000000,0.000000,1.000000,27.265000,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,4661.286350
33.000000,1.000000,0.000000,19.095000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16776.304050
42.000000,1.000000,0.000000,23.370000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,19964.746300
59.000000,1.000000,0.000000,26.505000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,12815.444950
48.000000,0.000000,1.000000,32.300000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8765.249000
41.000000,1.000000,0.000000,31.020000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,6185.320800
44.000000,1.000000,0.000000,20.235000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,19594.809650
39.000000,1.000000,0.000000,24.225000,5.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8965.795750
37.000000,0.000000,1.000000,29.830000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,6406.410700
19.000000,0.000000,1.000000,35.530000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1646.429700
54.000000,0.000000,1.000000,30.800000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,41999.520000
62.000000,0.000000,1.000000,37.400000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,12979.358000
26.000000,1.000000,0.000000,34.200000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3987.926000
57.000000,1.000000,0.000000,31.160000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,43578.939400
64.000000,0.000000,1.000000,38.190000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,14410.932100
32.000000,0.000000,1.000000,46.530000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,4686.388700
45.000000,0.000000,1.000000,30.360000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,62592.873090
19.000000,0.000000,1.000000,25.555000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,2221.564450
28.000000,1.000000,0.000000,37.620000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,3766.883800
49.000000,0.000000,1.000000,28.700000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,8703.456000
36.000000,1.000000,0.000000,27.740000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,5469.006600
38.000000,1.000000,0.000000,40.150000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,5400.980500
41.000000,1.000000,0.000000,32.200000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,6775.961000
18.000000,0.000000,1.000000,30.140000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1131.506600
49.000000,0.000000,1.000000,31.350000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,9290.139500
19.000000,1.000000,0.000000,28.880000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,17748.506200
18.000000,0.000000,1.000000,43.010000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1149.395900
23.000000,0.000000,1.000000,32.700000,3.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3591.480000
19.000000,1.000000,0.000000,36.575000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,2136.882250
40.000000,1.000000,0.000000,28.690000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8059.679100
46.000000,0.000000,1.000000,42.350000,3.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,46151.124500
55.000000,1.000000,0.000000,26.980000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,11082.577200
19.000000,0.000000,1.000000,31.920000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,33750.291800
